,geometry,nIDC,nBLDG,heated_area,footprint_area,idc_norm,idc_norm_foot,idc_abs
0,"POLYGON ((2486300 1110700, 2486600 1110700, 2486600 1111000, 2486300 1111000, 2486300 1110700))",0.0,1.0,0.0,0.0,,,0.0
1,"POLYGON ((2486300 1111000, 2486600 1111000, 2486600 1111300, 2486300 1111300, 2486300 1111000))",0.0,4.0,0.0,0.0,,,0.0
2,"POLYGON ((2486300 1111300, 2486600 1111300, 2486600 1111600, 2486300 1111600, 2486300 1111300))",0.0,10.0,0.0,0.0,,,0.0
78,"POLYGON ((2486600 1110700, 2486900 1110700, 2486900 1111000, 2486600 1111000, 2486600 1110700))",1.0,2.0,482.0,138.77033593007633,0.13944444444444445,0.4843414247846828,67.21222222222222
79,"POLYGON ((2486600 1111000, 2486900 1111000, 2486900 1111300, 2486600 1111300, 2486600 1111000))",0.0,5.0,0.0,0.0,,,0.0
80,"POLYGON ((2486600 1111300, 2486900 1111300, 2486900 1111600, 2486600 1111600, 2486600 1111300))",0.0,1.0,0.0,0.0,,,0.0
81,"POLYGON ((2486600 1111600, 2486900 1111600, 2486900 1111900, 2486600 1111900, 2486600 1111600))",4.0,119.0,1367.5005655999769,374.9370627517611,0.0874967466561511,0.30925876223765486,115.95257194363157
82,"POLYGON ((2486600 1111900, 2486900 1111900, 2486900 1112200, 2486600 1112200, 2486600 1111900))",26.0,172.0,16342.318776181944,4908.322031846431,0.11240945122993802,0.37130304352749177,1822.4749090376224
100,"POLYGON ((2486600 1117300, 2486900 1117300, 2486900 1117600, 2486600 1117600, 2486600 1117300))",0.0,0.0,0.0,0.0,,,0.0
156,"POLYGON ((2486900 1110700, 2487200 1110700, 2487200 1111000, 2486900 1111000, 2486900 1110700))",0.0,0.0,0.0,0.0,,,0.0
157,"POLYGON ((2486900 1111000, 2487200 1111000, 2487200 1111300, 2486900 1111300, 2486900 1111000))",0.0,0.0,0.0,0.0,,,0.0
158,"POLYGON ((2486900 1111300, 2487200 1111300, 2487200 1111600, 2486900 1111600, 2486900 1111300))",0.0,0.0,0.0,0.0,,,0.0
159,"POLYGON ((2486900 1111600, 2487200 1111600, 2487200 1111900, 2486900 1111900, 2486900 1111600))",0.0,0.0,0.0,0.0,,,0.0
160,"POLYGON ((2486900 1111900, 2487200 1111900, 2487200 1112200, 2486900 1112200, 2486900 1111900))",16.0,23.0,9154.076541145923,2771.550179925265,0.08991661711964898,0.2701480546105606,748.7288893623596
161,"POLYGON ((2486900 1112200, 2487200 1112200, 2487200 1112500, 2486900 1112500, 2486900 1112200))",9.0,9.0,1971.194582894363,797.2711810536562,0.13267632919488406,0.3009501618452127,239.93889097262175
162,"POLYGON ((2486900 1112500, 2487200 1112500, 2487200 1112800, 2486900 1112800, 2486900 1112500))",0.0,0.0,0.0,0.0,,,0.0
177,"POLYGON ((2486900 1117000, 2487200 1117000, 2487200 1117300, 2486900 1117300, 2486900 1117000))",0.0,0.0,0.0,0.0,,,0.0
178,"POLYGON ((2486900 1117300, 2487200 1117300, 2487200 1117600, 2486900 1117600, 2486900 1117300))",0.0,0.0,0.0,0.0,,,0.0
179,"POLYGON ((2486900 1117600, 2487200 1117600, 2487200 1117900, 2486900 1117900, 2486900 1117600))",0.0,0.0,0.0,0.0,,,0.0
180,"POLYGON ((2486900 1117900, 2487200 1117900, 2487200 1118200, 2486900 1118200, 2486900 1117900))",0.0,0.0,0.0,0.0,,,0.0
181,"POLYGON ((2486900 1118200, 2487200 1118200, 2487200 1118500, 2486900 1118500, 2486900 1118200))",0.0,0.0,0.0,0.0,,,0.0
182,"POLYGON ((2486900 1118500, 2487200 1118500, 2487200 1118800, 2486900 1118800, 2486900 1118500))",0.0,0.0,0.0,0.0,,,0.0
236,"POLYGON ((2487200 1111300, 2487500 1111300, 2487500 1111600, 2487200 1111600, 2487200 1111300))",0.0,0.0,0.0,0.0,,,0.0
237,"POLYGON ((2487200 1111600, 2487500 1111600, 2487500 1111900, 2487200 1111900, 2487200 1111600))",0.0,0.0,0.0,0.0,,,0.0
238,"POLYGON ((2487200 1111900, 2487500 1111900, 2487500 1112200, 2487200 1112200, 2487200 1111900))",0.0,0.0,0.0,0.0,,,0.0
239,"POLYGON ((2487200 1112200, 2487500 1112200, 2487500 1112500, 2487200 1112500, 2487200 1112200))",0.0,0.0,0.0,0.0,,,0.0
240,"POLYGON ((2487200 1112500, 2487500 1112500, 2487500 1112800, 2487200 1112800, 2487200 1112500))",0.0,4.0,0.0,0.0,,,0.0
241,"POLYGON ((2487200 1112800, 2487500 1112800, 2487500 1113100, 2487200 1113100, 2487200 1112800))",0.0,17.0,0.0,0.0,,,0.0
242,"POLYGON ((2487200 1113100, 2487500 1113100, 2487500 1113400, 2487200 1113400, 2487200 1113100))",0.0,31.0,0.0,0.0,,,0.0
255,"POLYGON ((2487200 1117000, 2487500 1117000, 2487500 1117300, 2487200 1117300, 2487200 1117000))",0.0,3.0,0.0,0.0,,,0.0
256,"POLYGON ((2487200 1117300, 2487500 1117300, 2487500 1117600, 2487200 1117600, 2487200 1117300))",0.0,0.0,0.0,0.0,,,0.0
257,"POLYGON ((2487200 1117600, 2487500 1117600, 2487500 1117900, 2487200 1117900, 2487200 1117600))",0.0,0.0,0.0,0.0,,,0.0
258,"POLYGON ((2487200 1117900, 2487500 1117900, 2487500 1118200, 2487200 1118200, 2487200 1117900))",0.0,0.0,0.0,0.0,,,0.0
259,"POLYGON ((2487200 1118200, 2487500 1118200, 2487500 1118500, 2487200 1118500, 2487200 1118200))",0.0,0.0,0.0,0.0,,,0.0
260,"POLYGON ((2487200 1118500, 2487500 1118500, 2487500 1118800, 2487200 1118800, 2487200 1118500))",0.0,4.0,0.0,0.0,,,0.0
261,"POLYGON ((2487200 1118800, 2487500 1118800, 2487500 1119100, 2487200 1119100, 2487200 1118800))",0.0,0.0,0.0,0.0,,,0.0
314,"POLYGON ((2487500 1111300, 2487800 1111300, 2487800 1111600, 2487500 1111600, 2487500 1111300))",0.0,10.0,0.0,0.0,,,0.0
315,"POLYGON ((2487500 1111600, 2487800 1111600, 2487800 1111900, 2487500 1111900, 2487500 1111600))",0.0,10.0,0.0,0.0,,,0.0
316,"POLYGON ((2487500 1111900, 2487800 1111900, 2487800 1112200, 2487500 1112200, 2487500 1111900))",0.0,9.0,0.0,0.0,,,0.0
317,"POLYGON ((2487500 1112200, 2487800 1112200, 2487800 1112500, 2487500 1112500, 2487500 1112200))",0.0,22.0,0.0,0.0,,,0.0
318,"POLYGON ((2487500 1112500, 2487800 1112500, 2487800 1112800, 2487500 1112800, 2487500 1112500))",0.0,8.0,0.0,0.0,,,0.0
319,"POLYGON ((2487500 1112800, 2487800 1112800, 2487800 1113100, 2487500 1113100, 2487500 1112800))",0.0,14.0,0.0,0.0,,,0.0
320,"POLYGON ((2487500 1113100, 2487800 1113100, 2487800 1113400, 2487500 1113400, 2487500 1113100))",0.0,0.0,0.0,0.0,,,0.0
321,"POLYGON ((2487500 1113400, 2487800 1113400, 2487800 1113700, 2487500 1113700, 2487500 1113400))",0.0,1.0,0.0,0.0,,,0.0
322,"POLYGON ((2487500 1113700, 2487800 1113700, 2487800 1114000, 2487500 1114000, 2487500 1113700))",0.0,26.0,0.0,0.0,,,0.0
323,"POLYGON ((2487500 1114000, 2487800 1114000, 2487800 1114300, 2487500 1114300, 2487500 1114000))",1.0,50.0,116.9,165.7899933393818,0.1661111111111111,0.11712642299911498,19.418388888888888
332,"POLYGON ((2487500 1116700, 2487800 1116700, 2487800 1117000, 2487500 1117000, 2487500 1116700))",0.0,4.0,0.0,0.0,,,0.0
333,"POLYGON ((2487500 1117000, 2487800 1117000, 2487800 1117300, 2487500 1117300, 2487500 1117000))",0.0,3.0,0.0,0.0,,,0.0
334,"POLYGON ((2487500 1117300, 2487800 1117300, 2487800 1117600, 2487500 1117600, 2487500 1117300))",0.0,0.0,0.0,0.0,,,0.0
335,"POLYGON ((2487500 1117600, 2487800 1117600, 2487800 1117900, 2487500 1117900, 2487500 1117600))",0.0,0.0,0.0,0.0,,,0.0
336,"POLYGON ((2487500 1117900, 2487800 1117900, 2487800 1118200, 2487500 1118200, 2487500 1117900))",0.0,0.0,0.0,0.0,,,0.0
337,"POLYGON ((2487500 1118200, 2487800 1118200, 2487800 1118500, 2487500 1118500, 2487500 1118200))",0.0,0.0,0.0,0.0,,,0.0
338,"POLYGON ((2487500 1118500, 2487800 1118500, 2487800 1118800, 2487500 1118800, 2487500 1118500))",0.0,0.0,0.0,0.0,,,0.0
339,"POLYGON ((2487500 1118800, 2487800 1118800, 2487800 1119100, 2487500 1119100, 2487500 1118800))",0.0,0.0,0.0,0.0,,,0.0
340,"POLYGON ((2487500 1119100, 2487800 1119100, 2487800 1119400, 2487500 1119400, 2487500 1119100))",0.0,0.0,0.0,0.0,,,0.0
392,"POLYGON ((2487800 1111300, 2488100 1111300, 2488100 1111600, 2487800 1111600, 2487800 1111300))",0.0,2.0,0.0,0.0,,,0.0
393,"POLYGON ((2487800 1111600, 2488100 1111600, 2488100 1111900, 2487800 1111900, 2487800 1111600))",0.0,6.0,0.0,0.0,,,0.0
394,"POLYGON ((2487800 1111900, 2488100 1111900, 2488100 1112200, 2487800 1112200, 2487800 1111900))",3.0,38.0,1918.0,554.3363742658764,0.11055555555555556,0.38252145339799065,212.04555555555555
395,"POLYGON ((2487800 1112200, 2488100 1112200, 2488100 1112500, 2487800 1112500, 2487800 1112200))",0.0,8.0,0.0,0.0,,,0.0
396,"POLYGON ((2487800 1112500, 2488100 1112500, 2488100 1112800, 2487800 1112800, 2487800 1112500))",0.0,7.0,0.0,0.0,,,0.0
397,"POLYGON ((2487800 1112800, 2488100 1112800, 2488100 1113100, 2487800 1113100, 2487800 1112800))",0.0,8.0,0.0,0.0,,,0.0
398,"POLYGON ((2487800 1113100, 2488100 1113100, 2488100 1113400, 2487800 1113400, 2487800 1113100))",0.0,0.0,0.0,0.0,,,0.0
399,"POLYGON ((2487800 1113400, 2488100 1113400, 2488100 1113700, 2487800 1113700, 2487800 1113400))",0.0,7.0,0.0,0.0,,,0.0
400,"POLYGON ((2487800 1113700, 2488100 1113700, 2488100 1114000, 2487800 1114000, 2487800 1113700))",13.0,19.0,7267.914060498996,2704.2969869713484,0.15219025527597488,0.40909705070541896,1106.3199216015294
409,"POLYGON ((2487800 1116400, 2488100 1116400, 2488100 1116700, 2487800 1116700, 2487800 1116400))",0.0,2.0,0.0,0.0,,,0.0
410,"POLYGON ((2487800 1116700, 2488100 1116700, 2488100 1117000, 2487800 1117000, 2487800 1116700))",0.0,1.0,0.0,0.0,,,0.0
411,"POLYGON ((2487800 1117000, 2488100 1117000, 2488100 1117300, 2487800 1117300, 2487800 1117000))",0.0,2.0,0.0,0.0,,,0.0
412,"POLYGON ((2487800 1117300, 2488100 1117300, 2488100 1117600, 2487800 1117600, 2487800 1117300))",0.0,2.0,0.0,0.0,,,0.0
413,"POLYGON ((2487800 1117600, 2488100 1117600, 2488100 1117900, 2487800 1117900, 2487800 1117600))",0.0,4.0,0.0,0.0,,,0.0
414,"POLYGON ((2487800 1117900, 2488100 1117900, 2488100 1118200, 2487800 1118200, 2487800 1117900))",0.0,28.0,0.0,0.0,,,0.0
415,"POLYGON ((2487800 1118200, 2488100 1118200, 2488100 1118500, 2487800 1118500, 2487800 1118200))",0.0,0.0,0.0,0.0,,,0.0
416,"POLYGON ((2487800 1118500, 2488100 1118500, 2488100 1118800, 2487800 1118800, 2487800 1118500))",0.0,15.0,0.0,0.0,,,0.0
417,"POLYGON ((2487800 1118800, 2488100 1118800, 2488100 1119100, 2487800 1119100, 2487800 1118800))",0.0,0.0,0.0,0.0,,,0.0
471,"POLYGON ((2488100 1111600, 2488400 1111600, 2488400 1111900, 2488100 1111900, 2488100 1111600))",0.0,4.0,0.0,0.0,,,0.0
472,"POLYGON ((2488100 1111900, 2488400 1111900, 2488400 1112200, 2488100 1112200, 2488100 1111900))",5.0,77.0,1026.0,360.6877814315277,0.06994515315701572,0.1989670947964278,71.765
473,"POLYGON ((2488100 1112200, 2488400 1112200, 2488400 1112500, 2488100 1112500, 2488100 1112200))",0.0,35.0,0.0,0.0,,,0.0
474,"POLYGON ((2488100 1112500, 2488400 1112500, 2488400 1112800, 2488100 1112800, 2488100 1112500))",0.0,7.0,0.0,0.0,,,0.0
475,"POLYGON ((2488100 1112800, 2488400 1112800, 2488400 1113100, 2488100 1113100, 2488100 1112800))",0.0,0.0,0.0,0.0,,,0.0
476,"POLYGON ((2488100 1113100, 2488400 1113100, 2488400 1113400, 2488100 1113400, 2488100 1113100))",0.0,8.0,0.0,0.0,,,0.0
477,"POLYGON ((2488100 1113400, 2488400 1113400, 2488400 1113700, 2488100 1113700, 2488100 1113400))",1.0,7.0,190.3,200.28836451297423,0.09416666666666666,0.08947058262840754,17.91991666666667
478,"POLYGON ((2488100 1113700, 2488400 1113700, 2488400 1114000, 2488100 1114000, 2488100 1113700))",55.0,65.0,33021.38101693996,11583.738680724928,0.14968559663374403,0.42260864600292924,4895.38811951292
479,"POLYGON ((2488100 1114000, 2488400 1114000, 2488400 1114300, 2488100 1114300, 2488100 1114000))",0.0,11.0,0.0,0.0,,,0.0
480,"POLYGON ((2488100 1114300, 2488400 1114300, 2488400 1114600, 2488100 1114600, 2488100 1114300))",0.0,4.0,0.0,0.0,,,0.0
487,"POLYGON ((2488100 1116400, 2488400 1116400, 2488400 1116700, 2488100 1116700, 2488100 1116400))",0.0,0.0,0.0,0.0,,,0.0
488,"POLYGON ((2488100 1116700, 2488400 1116700, 2488400 1117000, 2488100 1117000, 2488100 1116700))",2.0,3.0,999.472667296706,311.7839611731864,0.13249999999999998,0.4247496501054866,132.43012841681355
489,"POLYGON ((2488100 1117000, 2488400 1117000, 2488400 1117300, 2488100 1117300, 2488100 1117000))",6.0,16.0,2778.527332703911,1000.065739685019,0.14899236618086797,0.4081022097392111,408.12903824993487
490,"POLYGON ((2488100 1117300, 2488400 1117300, 2488400 1117600, 2488100 1117600, 2488100 1117300))",0.0,0.0,0.0,0.0,,,0.0
491,"POLYGON ((2488100 1117600, 2488400 1117600, 2488400 1117900, 2488100 1117900, 2488100 1117600))",0.0,0.0,0.0,0.0,,,0.0
492,"POLYGON ((2488100 1117900, 2488400 1117900, 2488400 1118200, 2488100 1118200, 2488100 1117900))",0.0,14.0,0.0,0.0,,,0.0
493,"POLYGON ((2488100 1118200, 2488400 1118200, 2488400 1118500, 2488100 1118500, 2488100 1118200))",0.0,1.0,0.0,0.0,,,0.0
494,"POLYGON ((2488100 1118500, 2488400 1118500, 2488400 1118800, 2488100 1118800, 2488100 1118500))",0.0,6.0,0.0,0.0,,,0.0
495,"POLYGON ((2488100 1118800, 2488400 1118800, 2488400 1119100, 2488100 1119100, 2488100 1118800))",0.0,13.0,0.0,0.0,,,0.0
549,"POLYGON ((2488400 1111600, 2488700 1111600, 2488700 1111900, 2488400 1111900, 2488400 1111600))",0.0,0.0,0.0,0.0,,,0.0
550,"POLYGON ((2488400 1111900, 2488700 1111900, 2488700 1112200, 2488400 1112200, 2488400 1111900))",5.0,58.0,4564.9,1242.3545732609498,0.10426726696646067,0.3841189358800154,477.21191666666664
551,"POLYGON ((2488400 1112200, 2488700 1112200, 2488700 1112500, 2488400 1112500, 2488400 1112200))",0.0,62.0,0.0,0.0,,,0.0
552,"POLYGON ((2488400 1112500, 2488700 1112500, 2488700 1112800, 2488400 1112800, 2488400 1112500))",0.0,13.0,0.0,0.0,,,0.0
553,"POLYGON ((2488400 1112800, 2488700 1112800, 2488700 1113100, 2488400 1113100, 2488400 1112800))",0.0,25.0,0.0,0.0,,,0.0
554,"POLYGON ((2488400 1113100, 2488700 1113100, 2488700 1113400, 2488400 1113400, 2488400 1113100))",0.0,6.0,0.0,0.0,,,0.0
555,"POLYGON ((2488400 1113400, 2488700 1113400, 2488700 1113700, 2488400 1113700, 2488400 1113400))",0.0,0.0,0.0,0.0,,,0.0
556,"POLYGON ((2488400 1113700, 2488700 1113700, 2488700 1114000, 2488400 1114000, 2488400 1113700))",25.0,28.0,6282.595359126571,2369.193924955162,0.16196234804477555,0.4293999701709985,1017.3318007050575
557,"POLYGON ((2488400 1114000, 2488700 1114000, 2488700 1114300, 2488400 1114300, 2488400 1114000))",17.0,18.0,1667.0320055308744,765.7815636253308,0.13809002366131054,0.3000984665592796,229.80987296332918
558,"POLYGON ((2488400 1114300, 2488700 1114300, 2488700 1114600, 2488400 1114600, 2488400 1114300))",0.0,1.0,0.0,0.0,,,0.0
559,"POLYGON ((2488400 1114600, 2488700 1114600, 2488700 1114900, 2488400 1114900, 2488400 1114600))",0.0,21.0,0.0,0.0,,,0.0
560,"POLYGON ((2488400 1114900, 2488700 1114900, 2488700 1115200, 2488400 1115200, 2488400 1114900))",0.0,16.0,0.0,0.0,,,0.0
564,"POLYGON ((2488400 1116100, 2488700 1116100, 2488700 1116400, 2488400 1116400, 2488400 1116100))",0.0,1.0,0.0,0.0,,,0.0
565,"POLYGON ((2488400 1116400, 2488700 1116400, 2488700 1116700, 2488400 1116700, 2488400 1116400))",14.0,57.0,3312.9999999999995,1604.3485489819843,0.08654429250435793,0.17272361985475304,277.1088888888889
566,"POLYGON ((2488400 1116700, 2488700 1116700, 2488700 1117000, 2488400 1117000, 2488400 1116700))",3.0,90.0,2402.8,1049.440643386378,0.1116607517037562,0.28460685402483893,298.67799999999994
567,"POLYGON ((2488400 1117000, 2488700 1117000, 2488700 1117300, 2488400 1117300, 2488400 1117000))",3.0,105.0,1489.5,660.9391213797852,0.15722222222222224,0.35431780692769027,234.1825
568,"POLYGON ((2488400 1117300, 2488700 1117300, 2488700 1117600, 2488400 1117600, 2488400 1117300))",0.0,0.0,0.0,0.0,,,0.0
569,"POLYGON ((2488400 1117600, 2488700 1117600, 2488700 1117900, 2488400 1117900, 2488400 1117600))",0.0,1.0,0.0,0.0,,,0.0
570,"POLYGON ((2488400 1117900, 2488700 1117900, 2488700 1118200, 2488400 1118200, 2488400 1117900))",0.0,0.0,0.0,0.0,,,0.0
571,"POLYGON ((2488400 1118200, 2488700 1118200, 2488700 1118500, 2488400 1118500, 2488400 1118200))",0.0,1.0,0.0,0.0,,,0.0
572,"POLYGON ((2488400 1118500, 2488700 1118500, 2488700 1118800, 2488400 1118800, 2488400 1118500))",0.0,0.0,0.0,0.0,,,0.0
573,"POLYGON ((2488400 1118800, 2488700 1118800, 2488700 1119100, 2488400 1119100, 2488400 1118800))",0.0,0.0,0.0,0.0,,,0.0
626,"POLYGON ((2488700 1111300, 2489000 1111300, 2489000 1111600, 2488700 1111600, 2488700 1111300))",0.0,19.0,0.0,0.0,,,0.0
627,"POLYGON ((2488700 1111600, 2489000 1111600, 2489000 1111900, 2488700 1111900, 2488700 1111600))",0.0,5.0,0.0,0.0,,,0.0
628,"POLYGON ((2488700 1111900, 2489000 1111900, 2489000 1112200, 2488700 1112200, 2488700 1111900))",0.0,2.0,0.0,0.0,,,0.0
629,"POLYGON ((2488700 1112200, 2489000 1112200, 2489000 1112500, 2488700 1112500, 2488700 1112200))",0.0,6.0,0.0,0.0,,,0.0
630,"POLYGON ((2488700 1112500, 2489000 1112500, 2489000 1112800, 2488700 1112800, 2488700 1112500))",0.0,6.0,0.0,0.0,,,0.0
631,"POLYGON ((2488700 1112800, 2489000 1112800, 2489000 1113100, 2488700 1113100, 2488700 1112800))",0.0,17.0,0.0,0.0,,,0.0
632,"POLYGON ((2488700 1113100, 2489000 1113100, 2489000 1113400, 2488700 1113400, 2488700 1113100))",0.0,0.0,0.0,0.0,,,0.0
633,"POLYGON ((2488700 1113400, 2489000 1113400, 2489000 1113700, 2488700 1113700, 2488700 1113400))",0.0,1.0,0.0,0.0,,,0.0
634,"POLYGON ((2488700 1113700, 2489000 1113700, 2489000 1114000, 2488700 1114000, 2488700 1113700))",0.0,8.0,0.0,0.0,,,0.0
635,"POLYGON ((2488700 1114000, 2489000 1114000, 2489000 1114300, 2488700 1114300, 2488700 1114000))",7.0,61.0,5312.868867896433,1712.6661016252726,0.105529200623295,0.35335703886021924,605.1826222265817
636,"POLYGON ((2488700 1114300, 2489000 1114300, 2489000 1114600, 2488700 1114600, 2488700 1114300))",0.0,2.0,0.0,0.0,,,0.0
637,"POLYGON ((2488700 1114600, 2489000 1114600, 2489000 1114900, 2488700 1114900, 2488700 1114600))",0.0,11.0,0.0,0.0,,,0.0
638,"POLYGON ((2488700 1114900, 2489000 1114900, 2489000 1115200, 2488700 1115200, 2488700 1114900))",15.0,53.0,12406.762661053237,3782.9870282236934,0.13304205867841332,0.42265151014261737,1598.8851803286764
639,"POLYGON ((2488700 1115200, 2489000 1115200, 2489000 1115500, 2488700 1115500, 2488700 1115200))",0.0,2.0,0.0,0.0,,,0.0
640,"POLYGON ((2488700 1115500, 2489000 1115500, 2489000 1115800, 2488700 1115800, 2488700 1115500))",0.0,1.0,0.0,0.0,,,0.0
641,"POLYGON ((2488700 1115800, 2489000 1115800, 2489000 1116100, 2488700 1116100, 2488700 1115800))",0.0,1.0,0.0,0.0,,,0.0
642,"POLYGON ((2488700 1116100, 2489000 1116100, 2489000 1116400, 2488700 1116400, 2488700 1116100))",4.0,4.0,3073.1000000000004,1487.85875934308,0.11416005144011206,0.23645055390412656,351.8050277777778
643,"POLYGON ((2488700 1116400, 2489000 1116400, 2489000 1116700, 2488700 1116700, 2488700 1116400))",0.0,46.0,0.0,0.0,,,0.0
644,"POLYGON ((2488700 1116700, 2489000 1116700, 2489000 1117000, 2488700 1117000, 2488700 1116700))",0.0,4.0,0.0,0.0,,,0.0
645,"POLYGON ((2488700 1117000, 2489000 1117000, 2489000 1117300, 2488700 1117300, 2488700 1117000))",0.0,1.0,0.0,0.0,,,0.0
646,"POLYGON ((2488700 1117300, 2489000 1117300, 2489000 1117600, 2488700 1117600, 2488700 1117300))",0.0,1.0,0.0,0.0,,,0.0
647,"POLYGON ((2488700 1117600, 2489000 1117600, 2489000 1117900, 2488700 1117900, 2488700 1117600))",0.0,0.0,0.0,0.0,,,0.0
648,"POLYGON ((2488700 1117900, 2489000 1117900, 2489000 1118200, 2488700 1118200, 2488700 1117900))",0.0,0.0,0.0,0.0,,,0.0
649,"POLYGON ((2488700 1118200, 2489000 1118200, 2489000 1118500, 2488700 1118500, 2488700 1118200))",0.0,19.0,0.0,0.0,,,0.0
650,"POLYGON ((2488700 1118500, 2489000 1118500, 2489000 1118800, 2488700 1118800, 2488700 1118500))",0.0,4.0,0.0,0.0,,,0.0
651,"POLYGON ((2488700 1118800, 2489000 1118800, 2489000 1119100, 2488700 1119100, 2488700 1118800))",0.0,0.0,0.0,0.0,,,0.0
652,"POLYGON ((2488700 1119100, 2489000 1119100, 2489000 1119400, 2488700 1119400, 2488700 1119100))",0.0,0.0,0.0,0.0,,,0.0
653,"POLYGON ((2488700 1119400, 2489000 1119400, 2489000 1119700, 2488700 1119700, 2488700 1119400))",0.0,3.0,0.0,0.0,,,0.0
704,"POLYGON ((2489000 1111300, 2489300 1111300, 2489300 1111600, 2489000 1111600, 2489000 1111300))",1.0,138.0,269.0,102.56600408532101,0.08444444444444445,0.2214725606026271,22.715555555555557
705,"POLYGON ((2489000 1111600, 2489300 1111600, 2489300 1111900, 2489000 1111900, 2489000 1111600))",0.0,2.0,0.0,0.0,,,0.0
706,"POLYGON ((2489000 1111900, 2489300 1111900, 2489300 1112200, 2489000 1112200, 2489000 1111900))",0.0,4.0,0.0,0.0,,,0.0
707,"POLYGON ((2489000 1112200, 2489300 1112200, 2489300 1112500, 2489000 1112500, 2489000 1112200))",1.0,27.0,997.8138741479515,756.1209723520603,0.1213888888888889,0.16019065986750686,121.12351750073746
708,"POLYGON ((2489000 1112500, 2489300 1112500, 2489300 1112800, 2489000 1112800, 2489000 1112500))",3.0,6.0,2454.1861258549848,1166.7859158540016,0.1212837920741027,0.2549697331519343,297.49509361073007
709,"POLYGON ((2489000 1112800, 2489300 1112800, 2489300 1113100, 2489000 1113100, 2489000 1112800))",0.0,0.0,0.0,0.0,,,0.0
710,"POLYGON ((2489000 1113100, 2489300 1113100, 2489300 1113400, 2489000 1113400, 2489000 1113100))",0.0,1.0,0.0,0.0,,,0.0
711,"POLYGON ((2489000 1113400, 2489300 1113400, 2489300 1113700, 2489000 1113700, 2489000 1113400))",0.0,0.0,0.0,0.0,,,0.0
712,"POLYGON ((2489000 1113700, 2489300 1113700, 2489300 1114000, 2489000 1114000, 2489000 1113700))",12.0,69.0,3193.9997551206284,1458.9632183247593,0.13474660728248372,0.2951374156686718,430.59463381201766
713,"POLYGON ((2489000 1114000, 2489300 1114000, 2489300 1114300, 2489000 1114300, 2489000 1114000))",7.0,90.0,1367.7089348871402,669.4393477579343,0.2442007569738174,0.44182768121539456,295.7768347342343
714,"POLYGON ((2489000 1114300, 2489300 1114300, 2489300 1114600, 2489000 1114600, 2489000 1114300))",0.0,2.0,0.0,0.0,,,0.0
715,"POLYGON ((2489000 1114600, 2489300 1114600, 2489300 1114900, 2489000 1114900, 2489000 1114600))",0.0,21.0,0.0,0.0,,,0.0
716,"POLYGON ((2489000 1114900, 2489300 1114900, 2489300 1115200, 2489000 1115200, 2489000 1114900))",28.0,68.0,25203.75148442268,8675.612988680983,0.1262334627357698,0.3802399605056932,3298.8147401787355
717,"POLYGON ((2489000 1115200, 2489300 1115200, 2489300 1115500, 2489000 1115500, 2489000 1115200))",0.0,2.0,0.0,0.0,,,0.0
718,"POLYGON ((2489000 1115500, 2489300 1115500, 2489300 1115800, 2489000 1115800, 2489000 1115500))",0.0,0.0,0.0,0.0,,,0.0
719,"POLYGON ((2489000 1115800, 2489300 1115800, 2489300 1116100, 2489000 1116100, 2489000 1115800))",0.0,5.0,0.0,0.0,,,0.0
720,"POLYGON ((2489000 1116100, 2489300 1116100, 2489300 1116400, 2489000 1116400, 2489000 1116100))",0.0,0.0,0.0,0.0,,,0.0
721,"POLYGON ((2489000 1116400, 2489300 1116400, 2489300 1116700, 2489000 1116700, 2489000 1116400))",0.0,0.0,0.0,0.0,,,0.0
722,"POLYGON ((2489000 1116700, 2489300 1116700, 2489300 1117000, 2489000 1117000, 2489000 1116700))",0.0,0.0,0.0,0.0,,,0.0
723,"POLYGON ((2489000 1117000, 2489300 1117000, 2489300 1117300, 2489000 1117300, 2489000 1117000))",0.0,0.0,0.0,0.0,,,0.0
724,"POLYGON ((2489000 1117300, 2489300 1117300, 2489300 1117600, 2489000 1117600, 2489000 1117300))",0.0,2.0,0.0,0.0,,,0.0
725,"POLYGON ((2489000 1117600, 2489300 1117600, 2489300 1117900, 2489000 1117900, 2489000 1117600))",0.0,0.0,0.0,0.0,,,0.0
726,"POLYGON ((2489000 1117900, 2489300 1117900, 2489300 1118200, 2489000 1118200, 2489000 1117900))",0.0,15.0,0.0,0.0,,,0.0
727,"POLYGON ((2489000 1118200, 2489300 1118200, 2489300 1118500, 2489000 1118500, 2489000 1118200))",0.0,1.0,0.0,0.0,,,0.0
728,"POLYGON ((2489000 1118500, 2489300 1118500, 2489300 1118800, 2489000 1118800, 2489000 1118500))",0.0,0.0,0.0,0.0,,,0.0
729,"POLYGON ((2489000 1118800, 2489300 1118800, 2489300 1119100, 2489000 1119100, 2489000 1118800))",0.0,0.0,0.0,0.0,,,0.0
730,"POLYGON ((2489000 1119100, 2489300 1119100, 2489300 1119400, 2489000 1119400, 2489000 1119100))",0.0,0.0,0.0,0.0,,,0.0
731,"POLYGON ((2489000 1119400, 2489300 1119400, 2489300 1119700, 2489000 1119700, 2489000 1119400))",0.0,4.0,0.0,0.0,,,0.0
