,idc_abs,heated_area,geometry
14132,122.58625506591798,641.5794067382812,POINT (2512660.583924513 1128588.563486304)
14133,42.76092303466797,299.37890625,POINT (2512764.126908171 1128588.563486304)
14186,1.1834646856784818,8.41994857788086,POINT (2491641.358242023 1128485.14806587)
14190,0.8618391071557998,4.6516499519348145,POINT (2492055.530176654 1128485.14806587)
14191,1.0321143465042113,5.582827091217041,POINT (2492159.073160311 1128485.14806587)
14198,24.310835716247556,120.81436157226562,POINT (2492883.874045915 1128485.14806587)
14199,0.026032212497666386,0.1299801021814346,POINT (2492987.417029572 1128485.14806587)
14210,62.22671825027465,356.4278259277344,POINT (2494126.389849806 1128485.14806587)
14211,95.99501601409912,549.2612915039064,POINT (2494229.932833463 1128485.14806587)
14212,148.29129821777343,815.32568359375,POINT (2494333.475817121 1128485.14806587)
14213,100.2299654083252,455.6199035644531,POINT (2494437.018800778 1128485.14806587)
14214,73.07079899597167,332.0767517089844,POINT (2494540.561784436 1128485.14806587)
14220,15.208819449424743,90.02772521972656,POINT (2495161.819686381 1128485.14806587)
14221,23.494346504211425,139.23007202148435,POINT (2495265.362670039 1128485.14806587)
14222,52.58712650299073,311.6943054199219,POINT (2495368.905653697 1128485.14806587)
14231,5.591539572715759,33.68986892700195,POINT (2496300.792506615 1128485.14806587)
14232,9.030935297012327,55.30826568603516,POINT (2496404.335490272 1128485.14806587)
14233,320.1712086486816,1714.0894775390625,POINT (2496507.87847393 1128485.14806587)
14234,240.40846937561034,1185.2763671875,POINT (2496611.421457588 1128485.14806587)
14235,234.48647077941894,1119.9473876953125,POINT (2496714.964441245 1128485.14806587)
14239,13.803994330406189,63.70308303833008,POINT (2497129.136375876 1128485.14806587)
14283,171.22321858215332,1382.508056640625,POINT (2501685.027656809 1128485.14806587)
14284,281.6300166015625,2341.935546875,POINT (2501788.570640467 1128485.14806587)
14285,208.7520222930908,1673.3272705078125,POINT (2501892.113624124 1128485.14806587)
14286,41.45191493606567,336.1900939941406,POINT (2501995.656607782 1128485.14806587)
